player_id,player_name,player_position,team_id
406,Alex Telles                                       ,Defender       ,16
407,Bernardeschi                                      ,Midfielder     ,15
408,Adams                                             ,Midfielder     ,29
409,Hudson-Odoi                                       ,Midfielder     ,8
410,Uribe                                             ,Midfielder     ,26
411,De Sciglio                                        ,Defender       ,15
412,M. Olsson                                         ,Defender       ,30
413,Dimarco                                           ,Defender       ,10
414,Capaldo                                           ,Midfielder     ,11
415,X.Peña                                            ,Midfielder     ,30
416,Dzyuba                                            ,Forward        ,23
417,Rakitić                                           ,Midfielder     ,21
418,Larsson                                           ,Defender       ,30
419,Chukwueze                                         ,Midfielder     ,3
420,Rakip                                             ,Midfielder     ,30
421,Rieder                                            ,Midfielder     ,28
422,Rafa Mir                                          ,Forward        ,21
423,Kampl                                             ,Midfielder     ,29
424,Verissimo                                         ,Defender       ,5
425,Sakala                                            ,Defender       ,32
426,Kjær                                              ,Defender       ,31
427,Faivre                                            ,Goalkeeper     ,28
428,Tătăruşanu                                        ,Goalkeeper     ,31
429,Maignan                                           ,Goalkeeper     ,31
430,Trubin                                            ,Goalkeeper     ,22
431,Navas                                             ,Goalkeeper     ,13
432,Von Ballmoos                                      ,Goalkeeper     ,28
433,Fassnacht                                         ,Midfielder     ,28
434,Alan Patrick                                      ,Midfielder     ,22
435,Pyatov                                            ,Goalkeeper     ,22
436,Arthur                                            ,Midfielder     ,15
437,Kenan Karaman                                     ,Forward        ,32
438,Wijnaldum                                         ,Midfielder     ,13
439,Giroud                                            ,Forward        ,31
440,Pjanic                                            ,Midfielder     ,32
441,Mehmet Topal                                      ,Midfielder     ,32
442,Di María                                          ,Forward        ,13
443,Djimsiti                                          ,Defender       ,25
444,Dia                                               ,Forward        ,3
445,D.Steffen                                         ,Midfielder     ,19
446,D.Onana                                           ,Midfielder     ,9
447,Rashford                                          ,Forward        ,16
448,Kuzyaev                                           ,Midfielder     ,23
449,Marcos Antônio                                    ,Midfielder     ,22
450,Dybala                                            ,Forward        ,15
451,Weah                                              ,Forward        ,9
452,Meraş                                             ,Defender       ,32
453,Krunić                                            ,Midfielder     ,31
454,Iličić                                            ,Midfielder     ,25
455,Nico González                                     ,Midfielder     ,27
456,Eric García                                       ,Defender       ,27
457,Werner                                            ,Forward        ,8
458,Gudmundsson                                       ,Defender       ,9
459,Sierro                                            ,Midfielder     ,28
460,André Almeida                                     ,Defender       ,5
461,Šeško                                             ,Forward        ,11
462,Tolisso                                           ,Midfielder     ,7
463,Dalot                                             ,Defender       ,16
464,Klaassen                                          ,Midfielder     ,12
465,Adamu                                             ,Forward        ,11
466,Dest                                              ,Defender       ,27
467,Suso                                              ,Forward        ,21
468,H.Herrera                                         ,Midfielder     ,6
469,Stepanenko                                        ,Midfielder     ,22
470,Diawara                                           ,Goalkeeper     ,30
471,Moi Gómez                                         ,Midfielder     ,3
472,Rieks                                             ,Midfielder     ,30
473,Pašalić                                           ,Midfielder     ,25
474,Trippier                                          ,Defender       ,6
475,Mingueza                                          ,Defender       ,27
476,Bozdoğan                                          ,Midfielder     ,32
477,Nuno Santos                                       ,Forward        ,14
478,Vitinha                                           ,Midfielder     ,26
479,Kalulu                                            ,Defender       ,31
480,Dahoud                                            ,Midfielder     ,24
481,Corona                                            ,Forward        ,26
482,Nianzou                                           ,Midfielder     ,7
483,Pessina                                           ,Midfielder     ,25
484,Koopmeiners                                       ,Midfielder     ,25
485,Szoboszlai                                        ,Midfielder     ,29
486,Marlos                                            ,Midfielder     ,22
487,Ugarte                                            ,Midfielder     ,14
488,Yakhshiboev                                       ,Forward        ,18
489,Munir                                             ,Forward        ,21
490,Van de Beek                                       ,Midfielder     ,16
491,Bornauw                                           ,Defender       ,19
492,Neres                                             ,Forward        ,12
493,Haaland                                           ,Forward        ,24
494,Bruno Tabata                                      ,Midfielder     ,14
495,Delaney                                           ,Midfielder     ,21
496,Darmian                                           ,Defender       ,10
497,Schulz                                            ,Defender       ,24
498,Matić                                             ,Midfielder     ,16
499,Gerhardt                                          ,Midfielder     ,19
500,Kryvtsov                                          ,Defender       ,22
501,Necip Uysal                                       ,Midfielder     ,32
502,Chilwell                                          ,Defender       ,8
503,Moisander                                         ,Defender       ,30
504,Montiel                                           ,Defender       ,21
505,Alex Teixeira                                     ,Midfielder     ,32
506,Haidara                                           ,Midfielder     ,29
507,Guerreiro                                         ,Defender       ,24
508,Vlahović                                          ,Forward        ,15
509,Morato                                            ,Defender       ,5
510,Bürgy                                             ,Defender       ,28
511,Vida                                              ,Defender       ,32
512,Bailly                                            ,Defender       ,16
513,Leo Jardim                                        ,Goalkeeper     ,9
514,M. Kerzhakov                                      ,Goalkeeper     ,23
515,Onana                                             ,Goalkeeper     ,12
516,Mudryk                                            ,Midfielder     ,22
517,L. de Jong                                        ,Forward        ,27
518,Rugani                                            ,Defender       ,15
519,Chalobah                                          ,Defender       ,8
520,Elanga                                            ,Forward        ,16
521,Paulo Otávio                                      ,Defender       ,19
522,Wolf                                              ,Midfielder     ,24
523,Pongračić                                         ,Defender       ,24
524,Sergi Roberto                                     ,Midfielder     ,27
525,Kean                                              ,Forward        ,15
526,Gomes                                             ,Midfielder     ,9
527,Óliver Torres                                     ,Midfielder     ,21
528,Lefort                                            ,Defender       ,28
529,Diallo                                            ,Defender       ,13
530,Ricca                                             ,Defender       ,17
531,Tiago Tomás                                       ,Forward        ,14
532,Van Der Brempt                                    ,Defender       ,17
533,Tymchyk                                           ,Defender       ,20
534,Ibrahimović                                       ,Forward        ,31
535,Saúl Ñíguez                                       ,Midfielder     ,8
536,Pedri                                             ,Midfielder     ,27
537,Pizzi                                             ,Midfielder     ,5
538,Vormer                                            ,Midfielder     ,17
539,Hutchinson                                        ,Midfielder     ,32
540,Yansané                                           ,Forward        ,18
541,Alexis Sánchez                                    ,Forward        ,10
542,Meite                                             ,Midfielder     ,5
543,Fábio Cardoso                                     ,Defender       ,26
544,Karavaev                                          ,Defender       ,20
545,Fati                                              ,Forward        ,27
546,Mostovoy                                          ,Midfielder     ,23
547,Poulsen                                           ,Forward        ,29
548,Ambrosio                                          ,Defender       ,10
549,Schuurs                                           ,Defender       ,12
550,T.Martínez                                        ,Forward        ,26
551,Matheus Cunha                                     ,Forward        ,6
552,T. Hazard                                         ,Midfielder     ,24
553,Tagliafico                                        ,Defender       ,12
554,Draxler                                           ,Forward        ,13
555,Rıdvan Yılmaz                                     ,Defender       ,32
556,Sabitzer                                          ,Midfielder     ,7
557,Daniel Bragança                                   ,Midfielder     ,14
558,Diogo Gonçalves                                   ,Midfielder     ,5
559,P.Wendell                                         ,Defender       ,26
560,Mechele                                           ,Defender       ,17
561,Muriel                                            ,Forward        ,25
562,Aurier                                            ,Defender       ,3
563,Reinier                                           ,Forward        ,24
564,Marcano                                           ,Defender       ,26
565,I.Sarr                                            ,Defender       ,7
566,Rekik                                             ,Defender       ,21
567,Vecino                                            ,Midfielder     ,10
568,Lewicki                                           ,Midfielder     ,30
569,Dembélé                                           ,Forward        ,27
570,Lamela                                            ,Midfielder     ,21
571,Waldschmidt                                       ,Forward        ,19
572,Rebić                                             ,Forward        ,31
573,Lingard                                           ,Midfielder     ,16
574,Abubakari                                         ,Forward        ,30
575,Brobbey                                           ,Forward        ,29
576,Messias Junior                                    ,Forward        ,31
577,Lázaro                                            ,Midfielder     ,5
578,Maceiras                                          ,Defender       ,28
579,Salih Uçan                                        ,Midfielder     ,32
580,Coutinho                                          ,Forward        ,27
581,XD.Correa                                         ,Forward        ,10
582,Erokhin                                           ,Midfielder     ,23
583,Shkurin                                           ,Forward        ,20
584,Slimani                                           ,Forward        ,14
585,Demir                                             ,Midfielder     ,27
586,Gosens                                            ,Midfielder     ,25
587,Traoré                                            ,Forward        ,22
588,Tigges                                            ,Forward        ,24
589,Sarr                                              ,Defender       ,8
590,Ranocchia                                         ,Defender       ,10
591,Nikolov                                           ,Midfielder     ,18
592,Zagadou                                           ,Defender       ,24
593,Mata                                              ,Midfielder     ,16
594,Barkley                                           ,Midfielder     ,8
595,Andriyevskiy                                      ,Midfielder     ,20
596,Vitinho                                           ,Midfielder     ,20
597,Mario Gaspar                                      ,Defender       ,3
598,Verbič                                            ,Midfielder     ,20
599,Ballo                                             ,Defender       ,31
600,Philipp                                           ,Forward        ,19
601,Hateboer                                          ,Defender       ,25
602,Koudou                                            ,Midfielder     ,32
603,Egan-Riley                                        ,Defender       ,4
604,Shabanov                                          ,Defender       ,20
605,Bondar                                            ,Defender       ,22
606,Lustenberger                                      ,Defender       ,28
607,Serdar Saatçı                                     ,Defender       ,32
608,Vitão                                             ,Defender       ,22
609,Ulreich                                           ,Goalkeeper     ,7
610,XD.Martínez                                       ,Goalkeeper     ,29
611,Pervan                                            ,Goalkeeper     ,19
612,Kepa                                              ,Goalkeeper     ,8
613,João Virginia                                     ,Goalkeeper     ,14
614,Günok                                             ,Goalkeeper     ,32
615,Celeadnic                                         ,Goalkeeper     ,18
616,Boyko                                             ,Goalkeeper     ,20
617,Perin                                             ,Goalkeeper     ,15
618,Steffen                                           ,Goalkeeper     ,4
619,Nanasi                                            ,Midfielder     ,30
620,Florenzi                                          ,Defender       ,31
621,Olmo                                              ,Forward        ,29
622,Fábio Vieira                                      ,Midfielder     ,26
623,Bondarenko                                        ,Midfielder     ,22
624,Piątkowski                                        ,Defender       ,11
625,Nalić                                             ,Midfielder     ,30
626,Korniienko                                        ,Defender       ,22
627,En-Nesyri                                         ,Forward        ,21
628,Supryaha                                          ,Forward        ,20
629,De Winter                                         ,Defender       ,15
630,Kulusevski                                        ,Midfielder     ,15
631,Augustinsson                                      ,Defender       ,21
632,Radeljić                                          ,Defender       ,18
633,Jovane Cabral                                     ,Forward        ,14
634,Marc Roca                                         ,Defender       ,7
635,Kanga                                             ,Forward        ,28
636,Cavani                                            ,Forward        ,16
637,Gökhan Töre                                       ,Midfielder     ,32
638,Emre Can                                          ,Defender       ,24
639,Alcácer                                           ,Forward        ,3
640,Esteves                                           ,Defender       ,14
641,Rensch                                            ,Defender       ,12
642,Ferran Torres                                     ,Forward        ,4
643,Kehrer                                            ,Defender       ,13
644,Krugovoi                                          ,Defender       ,23
645,Dost                                              ,Forward        ,17
646,x.Diallo                                          ,Midfielder     ,16
647,Henderson                                         ,Goalkeeper     ,16
648,Martial                                           ,Forward        ,16
649,Gagliardini                                       ,Midfielder     ,10
650,Rúben Vinagre                                     ,Defender       ,14
651,Mambimbi                                          ,Forward        ,28
652,Moriba                                            ,Midfielder     ,29
653,Passlack                                          ,Midfielder     ,24
654,Bakayoko                                          ,Defender       ,31
655,Pezzella                                          ,Defender       ,25
656,Sudakov                                           ,Midfielder     ,22
657,Sandra                                            ,Midfielder     ,17
658,Mbamba-Muanda                                     ,Defender       ,17
